name,description,packagelist,default,uservisible
"Printing Support,打印支持","Install these tools to enable the system to print or act as a print server.,安装这些工具，使系统能够打印或充当打印服务器。","{""cups"": ""mandatory"", ""cups-filters"": ""mandatory"", ""ghostscript"": ""mandatory"", ""bluez-cups"": ""default"", ""colord"": ""default"", ""cups-browsed"": ""default"", ""cups-pk-helper"": ""default"", ""gutenprint"": ""default"", ""gutenprint-cups"": ""default"", ""hplip"": ""default"", ""mpage"": ""default"", ""nss-mdns"": ""default"", ""paps"": ""default"", ""samba-client"": ""default"", ""system-config-printer-udev"": ""default"", ""a2ps"": ""optional"", ""cups-pdf"": ""optional"", ""enscript"": ""optional"", ""foomatic"": ""optional"", ""foomatic-db-ppds"": ""optional"", ""pnm2ppa"": ""optional"", ""ptouch-driver"": ""optional"", ""splix"": ""optional"", ""system-config-printer"": ""optional""}",false,false
"Python Classroom,Python 教室","Tools used to teach and learn Python.,用于教授和学习 Python 的工具。","{""bash-completion"": ""default"", ""bzip2"": ""default"", ""curl"": ""default"", ""flit"": ""default"", ""gcc"": ""default"", ""gcc-c++"": ""default"", ""git"": ""default"", ""grep"": ""default"", ""jupyterlab"": ""default"", ""less"": ""default"", ""libxml2-devel"": ""default"", ""libyaml-devel"": ""default"", ""make"": ""default"", ""poetry"": ""default"", ""pypy3.10-devel"": ""default"", ""python-launcher"": ""default"", ""python3-devel"": ""default"", ""python3-docs"": ""default"", ""python3-idle"": ""default"", ""python3-ipykernel"": ""default"", ""python3-ipython"": ""default"", ""python3-notebook"": ""default"", ""python3-virtualenv"": ""default"", ""sed"": ""default"", ""tar"": ""default"", ""tox"": ""default"", ""unzip"": ""default"", ""valgrind"": ""default"", ""default-editor"": ""optional"", ""emacs"": ""optional"", ""openssh-clients"": ""optional"", ""vim-enhanced"": ""optional"", ""wget2-wget"": ""optional"", ""mu"": ""conditional"", ""thonny"": ""conditional""}",false,true
"Python Science,Python 科学","Tools used to do science in Python.,用 Python 进行科学研究的工具。","{""jupyterlab"": ""default"", ""python3-matplotlib"": ""default"", ""python3-notebook"": ""default"", ""python3-numpy"": ""default"", ""python3-pandas"": ""default"", ""python3-pillow"": ""default"", ""python3-scikit-image"": ""default"", ""python3-scikit-learn"": ""default"", ""python3-scipy"": ""default"", ""python3-statsmodels"": ""default"", ""python3-sympy"": ""default"", ""python3-matplotlib-tk"": ""conditional"", ""python3-pillow-tk"": ""conditional""}",false,true
"Robotics,机器人学","Suite of packages for robotics development,机器人开发套件软件包组","{""gazebo"": ""default"", ""gazebo-doc"": ""default"", ""gearbox"": ""default"", ""git"": ""default"", ""libphidget22"": ""default"", ""opencv"": ""default"", ""openni-primesense"": ""default"", ""pcl"": ""default"", ""player"": ""default"", ""player-doc"": ""default"", ""player-examples"": ""default"", ""player-stage"": ""default"", ""python3-catkin_lint"": ""default"", ""python3-catkin_pkg"": ""default"", ""python3-catkin_tools"": ""default"", ""python3-colcon-common-extensions"": ""default"", ""python3-rosdep"": ""default"", ""python3-rosdistro"": ""default"", ""python3-rosinstall_generator"": ""default"", ""python3-rospkg"": ""default"", ""python3-vcstool"": ""default"", ""rcssmonitor"": ""default"", ""rcssserver"": ""default"", ""rcssserver-gui"": ""default"", ""rcssserver3d"": ""default"", ""rcssserver3d-doc"": ""default"", ""ruby-player"": ""default"", ""stage"": ""default"", ""urg"": ""default"", ""gazebo-devel"": ""optional"", ""gearbox-devel"": ""optional"", ""libphidget22-devel"": ""optional"", ""pcl-devel"": ""optional"", ""player-devel"": ""optional"", ""rcssserver-devel"": ""optional"", ""rcssserver3d-devel"": ""optional"", ""stage-devel"": ""optional"", ""urg-devel"": ""optional""}",false,true
"RPM Development Tools,RPM 开发工具","These tools include core development tools such rpmbuild.,这些工具中包括了核心开发工具，如 rpmbuild。","{""redhat-rpm-config"": ""mandatory"", ""rpm-build"": ""mandatory"", ""koji"": ""default"", ""mock"": ""default"", ""rpmdevtools"": ""default"", ""pungi"": ""optional"", ""rpmlint"": ""optional""}",false,true
"Ruby,Ruby","Basic support for the Ruby programming language.,对 Ruby 编程语言的基本支持。","{""ruby"": ""mandatory"", ""ruby-devel"": ""default"", ""rubygem-abrt"": ""default""}",false,false
"Ruby on Rails,Ruby on Rails","Ruby on Rails web application stack.,Ruby on Rails web 应用程序栈。","{""nodejs"": ""mandatory"", ""ruby-devel"": ""mandatory"", ""rubygem-abrt"": ""mandatory"", ""rubygem-bcrypt"": ""mandatory"", ""rubygem-bootsnap"": ""mandatory"", ""rubygem-capybara"": ""mandatory"", ""rubygem-jbuilder"": ""mandatory"", ""rubygem-json"": ""mandatory"", ""rubygem-listen"": ""mandatory"", ""rubygem-mini_magick"": ""mandatory"", ""rubygem-puma"": ""mandatory"", ""rubygem-rails"": ""mandatory"", ""rubygem-sassc-rails"": ""mandatory"", ""rubygem-selenium-webdriver"": ""mandatory"", ""rubygem-spring"": ""mandatory"", ""rubygem-sqlite3"": ""mandatory"", ""rubygem-turbolinks"": ""mandatory"", ""rubygem-web-console"": ""mandatory""}",false,false
"Security Lab,安全实验室","Tools for security auditing, forensics, system rescue, and teaching security testing methodologies.,有关安全审计，取证，系统救援和教学安全测试方法的工具。","{""ArpON"": ""default"", ""afftools"": ""default"", ""aide"": ""default"", ""aircrack-ng"": ""default"", ""argus"": ""default"", ""argus-clients"": ""default"", ""arp-scan"": ""default"", ""bannergrab"": ""default"", ""binwalk"": ""default"", ""bkhive"": ""default"", ""bmon"": ""default"", ""chkrootkit"": ""default"", ""ciphertest"": ""default"", ""cmospwd"": ""default"", ""cowpatty"": ""default"", ""dc3dd"": ""default"", ""dcfldd"": ""default"", ""ddrescue"": ""default"", ""default-editor"": ""default"", ""dhcping"": ""default"", ""dislocker"": ""default"", ""dnsenum"": ""default"", ""dnsmap"": ""default"", ""dnstop"": ""default"", ""dnstracer"": ""default"", ""dsniff"": ""default"", ""etherape"": ""default"", ""ettercap"": ""default"", ""ewftools"": ""default"", ""examiner"": ""default"", ""extundelete"": ""default"", ""firewalk"": ""default"", ""flawfinder"": ""default"", ""foremost"": ""default"", ""fpdns"": ""default"", ""fping"": ""default"", ""goaccess"": ""default"", ""gparted"": ""default"", ""hexedit"": ""default"", ""hfsutils"": ""default"", ""hping3"": ""default"", ""htop"": ""default"", ""httpd-tools"": ""default"", ""httpie"": ""default"", ""httping"": ""default"", ""httpry"": ""default"", ""httrack"": ""default"", ""hunt"": ""default"", ""hydra"": ""default"", ""iftop"": ""default"", ""ike-scan"": ""default"", ""inxi"": ""default"", ""iperf"": ""default"", ""iptraf-ng"": ""default"", ""irssi"": ""default"", ""john"": ""default"", ""kismet"": ""default"", ""lbd"": ""default"", ""lnav"": ""default"", ""lynis"": ""default"", ""macchanger"": ""default"", ""masscan"": ""default"", ""mcabber"": ""default"", ""medusa"": ""default"", ""mtr"": ""default"", ""mutt"": ""default"", ""nbtscan"": ""default"", ""ncrack"": ""default"", ""nebula"": ""default"", ""net-snmp"": ""default"", ""net-snmp-utils"": ""default"", ""nethogs"": ""default"", ""netsed"": ""default"", ""netsniff-ng"": ""default"", ""nfswatch"": ""default"", ""ngrep"": ""default"", ""nicstat"": ""default"", ""nikto"": ""default"", ""nload"": ""default"", ""nmap"": ""default"", ""nmap-ncat"": ""default"", ""nmbscan"": ""default"", ""ntfs-3g"": ""default"", ""ntfsprogs"": ""default"", ""ntpsec"": ""default"", ""nwipe"": ""default"", ""onesixtyone"": ""default"", ""openscap-scanner"": ""default"", ""openssh"": ""default"", ""ophcrack"": ""default"", ""p0f"": ""default"", ""packETH"": ""default"", ""pads"": ""default"", ""pcapdiff"": ""default"", ""pcp-system-tools"": ""default"", ""pdfcrack"": ""default"", ""powertop"": ""default"", ""proxychains-ng"": ""default"", ""psad"": ""default"", ""pscan"": ""default"", ""pwgen"": ""default"", ""python3-scapy"": ""default"", ""raddump"": ""default"", ""rats"": ""default"", ""reaver"": ""default"", ""rkhunter"": ""default"", ""safecopy"": ""default"", ""scalpel"": ""default"", ""scanmem"": ""default"", ""scap-security-guide"": ""default"", ""screen"": ""default"", ""scrub"": ""default"", ""security-menus"": ""default"", ""setools-gui"": ""default"", ""siege"": ""default"", ""sing"": ""default"", ""sipp"": ""default"", ""sipsak"": ""default"", ""sleuthkit"": ""default"", ""slowhttptest"": ""default"", ""snmpcheck"": ""default"", ""socat"": ""default"", ""sockperf"": ""default"", ""splint"": ""default"", ""sqlninja"": ""default"", ""srm"": ""default"", ""ssldump"": ""default"", ""sslscan"": ""default"", ""sslsplit"": ""default"", ""subnetcalc"": ""default"", ""swaks"": ""default"", ""sysstat"": ""default"", ""tcpdump"": ""default"", ""tcpflow"": ""default"", ""tcpick"": ""default"", ""tcpreen"": ""default"", ""tcpreplay"": ""default"", ""tcptrack"": ""default"", ""tcpxtract"": ""default"", ""telnet"": ""default"", ""testdisk"": ""default"", ""thc-ipv6"": ""default"", ""tlssled"": ""default"", ""tripwire"": ""default"", ""unhide"": ""default"", ""unicornscan"": ""default"", ""uperf"": ""default"", ""usbsniff"": ""default"", ""vim-enhanced"": ""default"", ""vnstat"": ""default"", ""wavemon"": ""default"", ""wbox"": ""default"", ""wget2-wget"": ""default"", ""whois"": ""default"", ""wipe"": ""default"", ""wireshark"": ""default"", ""wireshark-cli"": ""default"", ""yersinia"": ""default"", ""zmap"": ""default""}",false,true
"Server Configuration Tools,服务器配置工具","This group contains all of Red Hat's custom server configuration tools.,这组包括所有红帽的自定义服务器配置工具。","{""cups-pk-helper"": ""default"", ""system-config-printer"": ""optional"", ""system-switch-mail-gui"": ""optional""}",false,false
"Windows File Server,Windows 文件服务器","This package group allows you to share files between Linux and MS Windows(tm) systems.,这个软件包组允许您在 Linux 和 MS Windows(tm)系统之间共享文件。","{""samba"": ""mandatory"", ""samba-client"": ""mandatory"", ""cifs-utils"": ""default""}",false,false
"Sound and Video,声音和视频","From CD recording to playing audio CDs and multimedia files, this package group allows you to work with sound and video on the system.,这个软件包组允许您在系统中使用声音和视频，从 CD 录制到播放音频 CD 和多媒体文件。","{""abcde"": ""optional"", ""alsamixergui"": ""optional"", ""amarok"": ""optional"", ""asunder"": ""optional"", ""audacious"": ""optional"", ""audacity"": ""optional"", ""brasero"": ""optional"", ""cdcollect"": ""optional"", ""cdlabelgen"": ""optional"", ""cdparanoia"": ""optional"", ""cdrskin"": ""optional"", ""denemo"": ""optional"", ""dragon"": ""optional"", ""dvdauthor"": ""optional"", ""dvdisaster"": ""optional"", ""dvgrab"": ""optional"", ""easytag"": ""optional"", ""festvox-bdl-arctic-hts"": ""optional"", ""festvox-clb-arctic-hts"": ""optional"", ""festvox-rms-arctic-hts"": ""optional"", ""gcstar"": ""optional"", ""genisoimage"": ""optional"", ""gnome-sound-recorder"": ""optional"", ""grip"": ""optional"", ""gtk-v4l"": ""optional"", ""gtkpod"": ""optional"", ""icedax"": ""optional"", ""id3v2"": ""optional"", ""irstlm"": ""optional"", ""isomaster"": ""optional"", ""juk"": ""optional"", ""k3b"": ""optional"", ""kdenlive"": ""optional"", ""kid3"": ""optional"", ""kmix"": ""optional"", ""kover"": ""optional"", ""lingot"": ""optional"", ""lxmusic"": ""optional"", ""mikmod"": ""optional"", ""milkytracker"": ""optional"", ""mkvtoolnix-gui"": ""optional"", ""multimedia-menus"": ""optional"", ""openfst-tools"": ""optional"", ""opengrm-ngram-tools"": ""optional"", ""paman"": ""optional"", ""parole"": ""optional"", ""pavucontrol"": ""optional"", ""pavumeter"": ""optional"", ""picard"": ""optional"", ""pipewire"": ""optional"", ""pipewire-jack-audio-connection-kit"": ""optional"", ""pipewire-pulseaudio"": ""optional"", ""pitivi"": ""optional"", ""pocketsphinx"": ""optional"", ""pocketsphinx-plugin"": ""optional"", ""qmmp"": ""optional"", ""qmmp-plugin-pack"": ""optional"", ""quodlibet"": ""optional"", ""rakarrack"": ""optional"", ""regionset"": ""optional"", ""rhythmbox"": ""optional"", ""rosegarden4"": ""optional"", ""sound-juicer"": ""optional"", ""soundconverter"": ""optional"", ""soundtracker"": ""optional"", ""sox"": ""optional"", ""tagtool"": ""optional"", ""totem"": ""optional"", ""tvtime"": ""optional"", ""v4l2ucp"": ""optional"", ""vdr"": ""optional"", ""vdr-epgsearch"": ""optional"", ""vdr-femon"": ""optional"", ""vdr-osdteletext"": ""optional"", ""vdr-remote"": ""optional"", ""vdr-streamdev-client"": ""optional"", ""vdr-streamdev-server"": ""optional"", ""vlc"": ""optional"", ""volumeicon"": ""optional"", ""vorbis-tools"": ""optional"", ""wireplumber"": ""optional"", ""wodim"": ""optional"", ""xfburn"": ""optional"", ""xmp"": ""optional""}",false,true
"PostgreSQL Database,PostgreSQL 数据库","This package group includes packages useful for use with PostgreSQL.,该软件包组包括有助于使用 Postgresql 的软件包。","{""postgresql"": ""mandatory"", ""libdbi-dbd-pgsql"": ""default"", ""perl-DBD-Pg"": ""default"", ""postgresql-server"": ""default"", ""rhdb-utils"": ""default"", ""unixODBC"": ""default"", ""postgresql-contrib"": ""optional"", ""postgresql-docs"": ""optional"", ""postgresql-jdbc"": ""optional"", ""postgresql-odbc"": ""optional"", ""postgresql-test"": ""optional"", ""python3-pygresql"": ""optional"", ""qt-odbc"": ""optional"", ""qt-postgresql"": ""optional"", ""qt3-ODBC"": ""optional"", ""qt3-PostgreSQL"": ""optional"", ""tcl-pgtcl"": ""optional""}",false,false
"Additional Sugar Activities,附加 Sugar 软件","Additional activities for use with the Sugar Environment.,为 Sugar 桌面环境提供附加软件包。","{""sugar-deducto"": ""mandatory"", ""sugar-distance"": ""mandatory"", ""sugar-flipsticks"": ""mandatory"", ""sugar-srilanka"": ""mandatory"", ""sugar-view-slides"": ""mandatory"", ""sugar-xoirc"": ""mandatory""}",false,false
"Sugar Desktop Environment,Sugar 桌面环境","A software playground for learning about learning.,一个教您如何学习的软件园地。","{""alsa-utils"": ""mandatory"", ""gnome-power-manager"": ""mandatory"", ""gstreamer-plugins-espeak"": ""mandatory"", ""gstreamer1-plugins-bad-free"": ""mandatory"", ""gstreamer1-plugins-base"": ""mandatory"", ""gstreamer1-plugins-good"": ""mandatory"", ""gvfs"": ""mandatory"", ""lightdm"": ""mandatory"", ""lightdm-gtk"": ""mandatory"", ""metacity"": ""mandatory"", ""pipewire-alsa"": ""mandatory"", ""pipewire-pulseaudio"": ""mandatory"", ""pipewire-utils"": ""mandatory"", ""sugar"": ""mandatory"", ""sugar-abacus"": ""mandatory"", ""sugar-browse"": ""mandatory"", ""sugar-calculator"": ""mandatory"", ""sugar-chat"": ""mandatory"", ""sugar-clock"": ""mandatory"", ""sugar-cp-all"": ""mandatory"", ""sugar-cp-updater"": ""mandatory"", ""sugar-finance"": ""mandatory"", ""sugar-imageviewer"": ""mandatory"", ""sugar-implode"": ""mandatory"", ""sugar-log"": ""mandatory"", ""sugar-logos"": ""mandatory"", ""sugar-maze"": ""mandatory"", ""sugar-memorize"": ""mandatory"", ""sugar-moon"": ""mandatory"", ""sugar-physics"": ""mandatory"", ""sugar-pippy"": ""mandatory"", ""sugar-read"": ""mandatory"", ""sugar-record"": ""mandatory"", ""sugar-speak"": ""mandatory"", ""sugar-stopwatch"": ""mandatory"", ""sugar-story"": ""mandatory"", ""sugar-terminal"": ""mandatory"", ""sugar-toolkit-gtk3"": ""mandatory"", ""sugar-turtleart"": ""mandatory"", ""sugar-write"": ""mandatory"", ""wireplumber"": ""mandatory""}",false,false
"Sway Window Manager,","Sway is a tiling window manager supporting Wayland compositor protocol and i3-compatible configuration. This group is a minimal set of packages to use Sway with other system components.,","{""sway"": ""mandatory"", ""swaybg"": ""mandatory"", ""swayidle"": ""mandatory"", ""swaylock"": ""mandatory"", ""dunst"": ""default"", ""foot"": ""default"", ""grim"": ""default"", ""polkit"": ""default"", ""slurp"": ""default"", ""waybar"": ""default"", ""xdg-desktop-portal-wlr"": ""default"", ""xorg-x11-server-Xwayland"": ""default""}",false,false
"Sway Window Manager (supplemental packages),","Sway is a tiling window manager supporting Wayland compositor protocol and i3-compatible configuration. This group includes additional set of packages for Fedora Sway spin.,","{""xdg-desktop-portal-gtk"": ""default""}",false,true
"System Tools,系统工具","This group is a collection of various tools for the system, such as the client for connecting to SMB shares and tools to monitor network traffic.,这组是各种系统工具的合集，比如用于连接到 SMB 共享资源的客户端和监控网络流量的工具。","{""zidrav"": ""optional""}",false,true
"Text-based Internet,基于文本的互联网","This group includes text-based email, web, and chat clients. These applications do not require the X Window System.,该包组包括基于文本界面的电子邮件、Web 和聊天客户端。这些应用程序不需要 X 窗口系统。","{""abook"": ""optional"", ""alpine"": ""optional"", ""argus"": ""optional"", ""aria2"": ""optional"", ""axel"": ""optional"", ""cadaver"": ""optional"", ""centerim"": ""optional"", ""deletemail"": ""optional"", ""elinks"": ""optional"", ""epic"": ""optional"", ""fetchmail"": ""optional"", ""fpaste"": ""optional"", ""iperf"": ""optional"", ""irssi"": ""optional"", ""isync"": ""optional"", ""lftp"": ""optional"", ""libtranslate"": ""optional"", ""lynx"": ""optional"", ""mailprocessing"": ""optional"", ""mutt"": ""optional"", ""ncftp"": ""optional"", ""nmh"": ""optional"", ""offlineimap"": ""optional"", ""rss2email"": ""optional"", ""rtorrent"": ""optional"", ""slrn"": ""optional"", ""snownews"": ""optional"", ""tftp"": ""optional"", ""tin"": ""optional"", ""w3m"": ""optional"", ""websec"": ""optional"", ""whatmask"": ""optional"", ""wondershaper"": ""optional"", ""youtube-dl"": ""optional""}",false,true
"Tomcat,Tomcat","Tomcat web application server.,Tomcat Web 应用程序服务器。","{""tomcat"": ""mandatory"", ""tomcat-admin-webapps"": ""mandatory"", ""tomcat-native"": ""mandatory"", ""tomcat-webapps"": ""mandatory""}",false,false
"Vagrant with libvirt support,带有 libvirt 支持的 Vagrant","These packages provide Vagrant with libvirt provider support,这些软件包提供 Vagrant 的 libvirt provider 支持","{""vagrant"": ""mandatory"", ""vagrant-libvirt"": ""default"", ""vagrant-cachier"": ""optional"", ""vagrant-registration"": ""optional""}",false,false
"Virtualization,虚拟化","These packages provide a graphical virtualization environment.,该包组提供图形虚拟化环境。","{""virt-install"": ""mandatory"", ""libvirt-daemon-config-network"": ""default"", ""libvirt-daemon-kvm"": ""default"", ""qemu-kvm"": ""default"", ""virt-manager"": ""default"", ""virt-viewer"": ""default"", ""guestfs-tools"": ""optional"", ""python3-libguestfs"": ""optional"", ""virt-top"": ""optional""}",false,false
"Headless Virtualization,无图形界面虚拟化","These packages provide a headless virtualization environment.,这些软件包提供了一个文本界面的虚拟化环境。","{""virt-install"": ""mandatory"", ""libvirt-daemon-config-network"": ""default"", ""libvirt-daemon-kvm"": ""default"", ""qemu-kvm"": ""default"", ""systemd-container"": ""default"", ""guestfs-tools"": ""optional"", ""python3-libguestfs"": ""optional"", ""virt-top"": ""optional""}",false,false
"VideoLAN Client,","The cross-platform open-source multimedia framework, player and server,","{""vlc"": ""mandatory"", ""vlc-plugin-ffmpeg"": ""default"", ""vlc-plugin-gstreamer"": ""default"", ""vlc-plugin-pipewire"": ""default""}",false,true
"Basic Web Server,基本 Web 服务器","These tools allow you to run a Web server on the system.,这些工具允许您在系统上运行 Web 服务器。","{""httpd"": ""mandatory"", ""httpd-manual"": ""default"", ""mod_perl"": ""default"", ""mod_ssl"": ""default"", ""php"": ""default"", ""php-ldap"": ""default"", ""php-mysqlnd"": ""default"", ""squid"": ""default"", ""webalizer"": ""default"", ""apachetop"": ""optional"", ""awstats"": ""optional"", ""bes"": ""optional"", ""drupal7"": ""optional"", ""lighttpd"": ""optional"", ""lighttpd-fastcgi"": ""optional"", ""mediawiki"": ""optional"", ""mod_auth_gssapi"": ""optional"", ""mod_fcgid"": ""optional"", ""mod_maxminddb"": ""optional"", ""mod_security"": ""optional"", ""mod_xsendfile"": ""optional"", ""ocspd"": ""optional"", ""perl-HTML-Mason"": ""optional"", ""perl-Kwiki"": ""optional"", ""php-odbc"": ""optional"", ""php-pecl-apcu"": ""optional"", ""php-pgsql"": ""optional"", ""phpMyAdmin"": ""optional"", ""phpldapadmin"": ""optional"", ""thttpd"": ""optional"", ""wordpress"": ""optional""}",false,false
"Window Managers,窗口管理器","Simple window managers that aren't part of a larger desktop environment.,不在较大的桌面环境组成部分之列的简单窗口管理器。","{""WindowMaker"": ""optional"", ""bbkeys"": ""optional"", ""blackbox"": ""optional"", ""fluxbox"": ""optional"", ""fvwm"": ""optional"", ""i3"": ""optional"", ""i3-doc"": ""optional"", ""i3lock"": ""optional"", ""i3status"": ""optional"", ""icewm"": ""optional"", ""matchbox-window-manager"": ""optional"", ""obconf"": ""optional"", ""openbox"": ""optional"", ""ratpoison"": ""optional"", ""wmx"": ""optional"", ""xcompmgr"": ""optional"", ""xmonad"": ""optional"", ""xmonad-mate"": ""optional""}",false,true
"Fedora Workstation ostree support,Fedora Workstation 的ostree 支持","Packages mandatory for the workstation ostree product.,Fedora Workstation 产品必须安装的ostree 软件包。","{""nss-altfiles"": ""mandatory"", ""ostree-grub2"": ""mandatory"", ""rpm-ostree"": ""mandatory""}",false,false
"Fedora Workstation product core,Fedora Workstation 产品核心软件","Packages mandatory for the workstation product.,Fedora Workstation 产品必须安装的软件包。","{""amd-gpu-firmware"": ""mandatory"", ""amd-ucode-firmware"": ""mandatory"", ""dnf"": ""mandatory"", ""intel-gpu-firmware"": ""mandatory"", ""linux-firmware"": ""mandatory"", ""microcode_ctl"": ""mandatory"", ""nvidia-gpu-firmware"": ""mandatory"", ""sudo"": ""mandatory"", ""systemd-udev"": ""mandatory"", ""tar"": ""mandatory"", ""xorg-x11-drv-libinput"": ""mandatory"", ""NetworkManager-config-connectivity-fedora"": ""default"", ""abrt-cli"": ""default"", ""abrt-desktop"": ""default"", ""abrt-java-connector"": ""default"", ""acl"": ""default"", ""attr"": ""default"", ""bash-color-prompt"": ""default"", ""bash-completion"": ""default"", ""bc"": ""default"", ""bind-utils"": ""default"", ""btrfs-progs"": ""default"", ""bzip2"": ""default"", ""chrony"": ""default"", ""cifs-utils"": ""default"", ""compsize"": ""default"", ""cpio"": ""default"", ""cryptsetup"": ""default"", ""cyrus-sasl-plain"": ""default"", ""default-editor"": ""default"", ""deltarpm"": ""default"", ""desktop-backgrounds-gnome"": ""default"", ""dnf-plugins-core"": ""default"", ""dos2unix"": ""default"", ""dosfstools"": ""default"", ""ethtool"": ""default"", ""exfatprogs"": ""default"", ""fedora-chromium-config"": ""default"", ""fedora-flathub-remote"": ""default"", ""fedora-release-workstation"": ""default"", ""fedora-workstation-backgrounds"": ""default"", ""fedora-workstation-repositories"": ""default"", ""file"": ""default"", ""fpaste"": ""default"", ""fros-gnome"": ""default"", ""gamemode"": ""default"", ""git"": ""default"", ""glibc-all-langpacks"": ""default"", ""gnome-shell-extension-background-logo"": ""default"", ""gnupg2"": ""default"", ""hunspell"": ""default"", ""ibus-anthy"": ""default"", ""ibus-gtk3"": ""default"", ""ibus-gtk4"": ""default"", ""ibus-hangul"": ""default"", ""ibus-libpinyin"": ""default"", ""ibus-libzhuyin"": ""default"", ""ibus-m17n"": ""default"", ""ibus-typing-booster"": ""default"", ""iptstate"": ""default"", ""logrotate"": ""default"", ""lrzsz"": ""default"", ""lsof"": ""default"", ""mailcap"": ""default"", ""man-pages"": ""default"", ""mcelog"": ""default"", ""mdadm"": ""default"", ""mediawriter"": ""default"", ""mtr"": ""default"", ""net-tools"": ""default"", ""nfs-utils"": ""default"", ""nmap-ncat"": ""default"", ""nss-mdns"": ""default"", ""ntfs-3g"": ""default"", ""ntfsprogs"": ""default"", ""opensc"": ""default"", ""pam_afs_session"": ""default"", ""passwdqc"": ""default"", ""pciutils"": ""default"", ""pinentry-gnome3"": ""default"", ""pinfo"": ""default"", ""plocate"": ""default"", ""plymouth-system-theme"": ""default"", ""policycoreutils-python-utils"": ""default"", ""psacct"": ""default"", ""psmisc"": ""default"", ""python3-dnf-plugins-core"": ""default"", ""qadwaitadecorations-qt5"": ""default"", ""qt5-qtbase"": ""default"", ""qt5-qtbase-gui"": ""default"", ""qt5-qtdeclarative"": ""default"", ""qt5-qtxmlpatterns"": ""default"", ""quota"": ""default"", ""realmd"": ""default"", ""rhythmbox"": ""default"", ""rsync"": ""default"", ""sos"": ""default"", ""symlinks"": ""default"", ""systemd-oomd-defaults"": ""default"", ""tcpdump"": ""default"", ""thermald"": ""default"", ""time"": ""default"", ""toolbox"": ""default"", ""traceroute"": ""default"", ""tree"": ""default"", ""unoconv"": ""default"", ""unzip"": ""default"", ""uresourced"": ""default"", ""usbutils"": ""default"", ""wget2-wget"": ""default"", ""which"": ""default"", ""whois"": ""default"", ""words"": ""default"", ""zip"": ""default""}",false,false
"X Software Development,X 软件开发","These packages allow you to develop applications for the X Window System.,这些软件包允许您为 X 窗口系统开发应用程序。","{""libICE-devel"": ""mandatory"", ""libX11-devel"": ""mandatory"", ""libXaw-devel"": ""mandatory"", ""libXfixes-devel"": ""mandatory"", ""libXt-devel"": ""mandatory"", ""SDL2-devel"": ""default"", ""Xaw3d-devel"": ""default"", ""freetype-devel"": ""default"", ""gd-devel"": ""default"", ""giflib-devel"": ""default"", ""libSM-devel"": ""default"", ""libXScrnSaver-devel"": ""default"", ""libXau-devel"": ""default"", ""libXcomposite-devel"": ""default"", ""libXcursor-devel"": ""default"", ""libXdamage-devel"": ""default"", ""libXdmcp-devel"": ""default"", ""libXext-devel"": ""default"", ""libXfont-devel"": ""default"", ""libXft-devel"": ""default"", ""libXmu-devel"": ""default"", ""libXrandr-devel"": ""default"", ""libXrender-devel"": ""default"", ""libXres-devel"": ""default"", ""libXtst-devel"": ""default"", ""libXvMC-devel"": ""default"", ""libXxf86dga-devel"": ""default"", ""libXxf86vm-devel"": ""default"", ""libdmx-devel"": ""default"", ""libdrm-devel"": ""default"", ""libjpeg-turbo-devel"": ""default"", ""libmng-devel"": ""default"", ""libpng-devel"": ""default"", ""libtiff-devel"": ""default"", ""libxkbfile-devel"": ""default"", ""mesa-libGL-devel"": ""default"", ""netpbm-devel"": ""default"", ""pixman-devel"": ""default"", ""xorg-x11-xtrans-devel"": ""default"", ""xrestop"": ""default"", ""icon-naming-utils"": ""optional"", ""libXp-devel"": ""optional"", ""mesa-libGLU-devel"": ""optional"", ""xorg-x11-server-devel"": ""optional"", ""xorg-x11-xbitmaps"": ""optional""}",false,false
"Applications for the Xfce Desktop,Xfce 桌面环境下的应用程序","A set of commonly used applications for the Xfce Desktop,一组用于 Xfce 桌面环境的常用应用程序","{""atril"": ""mandatory"", ""catfish"": ""mandatory"", ""claws-mail"": ""mandatory"", ""claws-mail-plugins-archive"": ""mandatory"", ""claws-mail-plugins-att-remover"": ""mandatory"", ""claws-mail-plugins-attachwarner"": ""mandatory"", ""claws-mail-plugins-fetchinfo"": ""mandatory"", ""claws-mail-plugins-mailmbox"": ""mandatory"", ""claws-mail-plugins-newmail"": ""mandatory"", ""claws-mail-plugins-notification"": ""mandatory"", ""claws-mail-plugins-pgp"": ""mandatory"", ""claws-mail-plugins-rssyl"": ""mandatory"", ""claws-mail-plugins-smime"": ""mandatory"", ""claws-mail-plugins-spam-report"": ""mandatory"", ""claws-mail-plugins-tnef"": ""mandatory"", ""claws-mail-plugins-vcalendar"": ""mandatory"", ""firefox"": ""mandatory"", ""galculator"": ""mandatory"", ""geany"": ""mandatory"", ""gparted"": ""mandatory"", ""mousepad"": ""mandatory"", ""pidgin"": ""mandatory"", ""ristretto"": ""mandatory"", ""seahorse"": ""mandatory"", ""transmission"": ""mandatory"", ""xarchiver"": ""mandatory"", ""xfce4-clipman-plugin"": ""mandatory"", ""xfce4-dict-plugin"": ""mandatory""}",false,false
